Country Name,Country Code,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Late-demographic dividend,LTE,18290.67301,20113.94347,41225.72833,44431.57307,43631.40375,45884.25656,48144.058,50392.84632,53445.50382,115057.5854,130084.19,136446.6643,148078.4894,194820.5447,256864.3263,292562.4776,327951.4901,378029.338,429895.0995,470402.0974,531192.7107,563347.6815,603191.0806
Lithuania,LTU,,5,149,189,178.9,188.6,215.8,257.1,273.9,459.2,491.8,708.1,793.9,1104.1,1403.1,1564.2,1582.1,2309,2131,2239.2,2171,2169.4,2185.4
Luxembourg,LUX,15,23,22,26,27.8,17.9,33.6,32.1,28.9,59.7,62.6,77.7,83.3,143.2,144.1,188.2,213.9,309.3,384.9,451.4,572.1,576.2,732.2
Latvia,LVA,,37,180,159,162.9,143.5,159.3,161.6,179.3,258.1,294,311.7,246,263.8,403.1,341.3,435.4,554.8,648.7,728.6,1215.5,1135.8,1206.8
"Macao SAR, China",MAC,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,128,170,164,182,239.8,273.9,297.4,376,437.8,835.4,931.1,924.7,900.2,941.7,916.1,986.9,1048.5,1216.9,1499,1683.7,2045.7,2380.4,2536.4
Monaco,MCO,9,14,11,15,13.6,20.7,13.3,20,22.7,13.3,24.9,21.6,26.7,37.7,37.6,35.5,29.6,36.1,46.2,42.9,47.1,30.5,34.4
Moldova,MDA,,15,156,159,137.1,119.4,108.3,92.1,93.4,151.3,118.5,114,116.5,104.9,173,138.4,148.3,166.2,196.8,174.8,204.1,228,226.6
Madagascar,MDG,,,,,15.9,16.6,16,19.9,20.9,42.1,43.4,26.7,51.1,50,58,62.8,108.7,82,85,80.9,95.1,93.9,113.2
Maldives,MDV,1,1,0,0,1,1.5,0,1.8,2,0.5,5.1,0,2.4,2.3,3.2,5.1,4.7,0.9,3,2.8,6.7,9.1,5.3
Middle East & North Africa,MEA,8154.624066,8425.575149,8829.994728,9148.716445,9517.250958,9521.961625,10034.43283,10272.37663,10450.27107,17904.9,19006.8,20617.2,22859.6,26309.6,29652.5,35149.7,40310.5,46827.4,54183.5,61141.3,72864.3,78049.5,80218.8
Mexico,MEX,1082,1336,1502,1663,1937.3,2123.9,2301.7,2658.9,2883.5,4787.7,5193.8,5597.2,6329.9,7135.8,8166.2,9191.4,9348.5,10289,10701,11301.3,11877,12462.8,13112.4
Marshall Islands,MHL,0,3,1,1,1.8,2,2.6,0,1.2,1.1,1.6,0,2.8,1,0.8,3.7,0.8,1.6,1.7,1.5,1.5,1.5,0.3
Middle income,MIC,33164.05595,35730.16056,59863.22906,63415.61681,61369.88995,64336.77433,67065.58259,69837.49182,73999.52324,154458.8014,172922.0013,182794.2591,199269.7186,252800.9824,323833.5563,371674.7685,419995.574,481305.6776,551568.2113,610674.3575,697277.4965,740245.0923,788068.4288
"Macedonia, FYR",MKD,0,1,27,33,30.8,39.1,53.8,37.1,48.8,150.5,164.5,147.7,143.3,244.2,239.7,208.7,253.7,310.3,379.8,312,421,440.4,439.9
Mali,MLI,8,6,9,13,13.2,15.9,12.9,15.6,10.7,15.8,26,31.1,36.9,32.8,42.8,53.1,53.4,50.4,65.1,61.7,77.2,84.3,64.2
Malta,MLT,8,12,15,13,18.2,11.5,22.6,20.2,18.6,38.6,45,51.1,74.3,59.4,71.5,77.8,106.5,180.2,151.6,179.7,192.1,238.4,259.2
Myanmar,MMR,7,13,9,14,15.6,5.2,4.3,5.3,9.9,12.9,11.7,12.6,11.5,15.8,50.7,30.7,36.8,60.2,86.4,55.5,96.4,48.9,38.2
Middle East & North Africa (excluding high income),MNA,2283.139296,2232.582624,2190.11502,2426.530743,2566.669935,2550.472943,2785.196942,3015.292864,3321.278149,6804.3,7700.7,8809.8,10384.9,12942.2,15713.5,20209.2,24894.4,30787.9,37348.7,43481.9,53013,56295.6,56863.4
Montenegro,MNE,,,,,,,,,,0,5.9,11.1,12.1,4,11.9,25.5,42.3,63.8,61.4,103.8,130.8,154.2,192.3
Mongolia,MNG,14,12,14,12,8.3,18.9,16.9,8.6,12.2,23,21.7,24.7,31.3,28,39.4,50.3,101.7,91.9,102.1,93.4,101.8,125,163.9
Northern Mariana Islands,MNP,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,8,7,13,7,12.8,6.6,9.5,14.6,13.9,18.1,30.7,20.9,24.4,30.9,34.5,45.3,41.7,45,58.9,44.6,72.9,60.4,67.8
Mauritania,MRT,1,0,4,2,2.1,3.5,2.1,1.7,2.2,5.9,7.4,6.9,4.9,6.4,10.5,7.3,9,5,6.3,6.6,14.6,13.7,16.2
Mauritius,MUS,7,5,8,12,6.4,5.1,3.3,8.2,16.7,49.2,44.5,57.3,45.6,55,56.1,59,58.1,64.9,77,87.9,59,102.6,109.5
Malawi,MWI,27,15,29,37,38.3,45.5,40.3,30.9,36.4,62.2,67,72.3,76,79.3,81.2,84.6,128.4,145.4,117.6,148,170.9,170.3,156.5
Malaysia,MYS,260,247,293,345,365.8,362.2,349,387.1,471.4,1248.9,1078.9,1201.6,1335.7,1989.9,2391,3155.6,3850.7,6216.2,8549.7,11280.7,14962.2,15730.5,17720.1
North America,NAC,216959.1431,223086.305,221262.9592,224376.5497,217117.8732,217044.1592,212573.1113,212672.4302,210169.3555,308935.7851,308162.4384,325623.8497,335679.2566,375509.4098,409777.7082,419138.5834,428012.4662,434639.5229,442419.2982,453628.1238,465842.3401,473268.5483,470427.4095
Namibia,NAM,11,13,11,17,9.6,18.2,13.3,18.3,14.7,18.7,44.3,37.3,40.9,29.8,49.1,35.9,39.8,34.5,35.8,43.2,50,65.6,79.3
New Caledonia,NCL,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,12,22,21,23,20.3,19.6,27.8,25.9,16,28,24.4,18.3,22.8,21.5,22,29.2,29.7,26.9,53.5,67.5,33.1,31.2,35.7
Nigeria,NGA,719,666,604,470,449.6,434.7,436.9,401.7,416.5,918.9,873.6,1029.8,1100.8,1266.2,1600.3,2287.7,2818.9,2887.4,3623.8,4063.1,4456.1,3904.8,3653.7
Nicaragua,NIC,8,7,7,4,4.4,8.9,13.1,6.5,8.3,12.2,11.8,6.2,14.8,16.3,20.6,32.7,22.8,31.3,29.2,32.2,31.7,33.4,28.2
Netherlands,NLD,10106,11060,11360,11961,12089.4,12412.8,12444.3,12500.4,12168.2,17268.2,17387,18337.1,18738.5,20732.5,23481,24054.8,25114,25969.5,27967.6,28272.6,29226.7,30262.1,30412.4
Norway,NOR,2403,2655,2637,2805,2920,2931.8,2964.9,3038.7,3042.5,4644.3,4744.5,4793.7,4913.1,5459.6,6522.5,6940.4,7492.6,7691.5,8615.3,8825.9,9443,10039.8,9853.6
Nepal,NPL,20,25,21,24,32,29.6,38.7,37.4,39.9,87.3,107,111.4,193.4,190.4,251.6,286.4,331.2,296.6,363.5,356.2,350.7,404.8,442.1
Nauru,NRU,,,,,,,0,0,0,0,0.3,0,0,0.2,0.5,0.3,0,1.3,0.9,0,0.7,0,0.3
New Zealand,NZL,2102,2253,2256,2454,2442.3,2575.5,2726.3,2801.7,2915.4,3997.1,4041.9,4058.1,4233,4635.9,5112.6,5444.8,5823.7,6141.2,6380.3,6601.6,7161.5,7398.1,7244.3
OECD members,OED,449391.7549,476966.2536,476962.2444,498512,498112.6,511911.8,515797.2,526955.5,530671.2,805865.6,814042.4,847750.7,881787.9,976075.4,1077831.5,1124003.7,1163736.6,1194598.4,1236580.2,1266705.8,1313440.7,1351750,1363074.1
Oman,OMN,32,37,42,46,57.1,51.5,63,79.5,89.4,175.2,230.6,229.3,282.4,293.4,314.5,326.3,375.1,372,423.7,472.7,603.3,588.3,657.6
Other small states,OSS,,323.9899705,531.6479717,593.6192077,635.9459293,692.9978687,662.4799541,784.8822089,798.9612812,1283.107344,1382.435243,1513.096053,1644.69687,1886.505786,2189.835729,2543.738042,2831.322773,3221.907609,3538.736175,4095.085485,4265.683614,4761.513772,5261.462807
Pakistan,PAK,315,277,349,324,313.2,254.9,268.1,268.1,295.9,1017.7,1122.9,1253.6,1282.4,1556.4,2237.6,2787.2,3337.5,3983.9,4944.3,5677.2,6698.7,6980.6,7771.5
Panama,PAN,35,25,35,35,35.3,33.9,38.2,34.4,44.3,42.1,55.3,44.7,62.9,68.8,81.4,83.9,101.3,118.8,118,121,130,154.8,157.5
Peru,PER,70,73,66,64,65.1,69.8,75,65.6,61.8,125.7,128.1,128.5,187,194.4,216.9,284.3,290.6,345.4,397.5,466.8,545.7,563.9,647.8
Philippines,PHL,148,150,148,141,144.7,157.8,170.4,171.4,175.8,312.3,278.1,366.4,347.5,344,428.4,414.4,457.8,525.9,585.5,652.3,841.5,842.4,915.8
Palau,PLW,,,,,0,0,0,0,0,0.3,2.8,0.7,0.8,2.4,4,3.8,8,3.7,2.6,5.2,1.8,2.2,3.5
Papua New Guinea,PNG,42,39,40,43,40.5,30.3,28.9,33.8,32.8,56.6,64.6,53.9,54.6,40.2,34.1,40.5,57.6,59.7,43.7,51.3,46,60.6,43.6
Poland,POL,3919,4113,3848,4041,4549.4,4506.9,4565.5,4785.8,5100.2,10948.2,11874.8,13295.1,14423.8,16647,18538.5,20295.6,20379.3,22213.9,22721.8,23706.2,25044.3,27064.7,28753.3
Pre-demographic dividend,PRE,1668.955726,1695.447087,1674.47476,1471.908451,1423.871271,1372.446372,1425.392718,1387.850342,1348.362792,2434.493109,2489.080891,2759.699387,3063.546513,3367.901235,3977.828108,5062.007145,6044.73481,6305.928935,7479.774367,8513.907723,9626.933727,9181.703018,9197.136329
Puerto Rico,PRI,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People’s Rep.",PRK,3,2,1,0,0,0,0.5,2.5,2.2,22.4,52.5,46.1,5.6,73.4,89,125.4,85.9,32.5,76.9,12.2,15.4,22.2,45.3
Portugal,PRT,640,712,794,914,990.3,1096.7,1255,1418.4,1710.7,3078.3,3417.1,3700.1,4203,4958.3,5723.4,6969.5,7350.5,8469,9329.2,10283.4,11610.5,12623,13555.6
Paraguay,PRY,4,10,2,3,6.4,8.7,6.9,9.4,5.3,11.2,15.3,14.6,14.8,25.3,26.8,28.1,31,38.7,36.4,38.3,55.9,57.6,61
West Bank and Gaza,PSE,,,,,,,,,,39.7,32.4,39.9,49.3,44.3,55,65.4,76.1,90.4,109.6,123.1,126.4,138.7,125.8
Pacific island small states,PSS,25.63642296,23.58550913,38.1860624,22.46238964,17.77458659,16.33340389,25.08344169,20.13424243,32.30329006,41.97302491,44.187682,50.38748433,55.7982209,78.64314467,86.56842282,108.0073163,113.1218688,82.95603715,97.2,94.52745603,92.26893948,84.40104542,112.8072084
Post-demographic dividend,PST,440777.5171,467662.5568,471365.6227,492571.4485,490155.1587,503114.4804,506273.5932,516581.371,519948.8489,788202.5379,794166.873,822667.5608,852844.0311,943372.4346,1041193.311,1081928.419,1119550.238,1147483.335,1185792.385,1213543.905,1256931.765,1291869.411,1299053.522
French Polynesia,PYF,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,35,37,32,36,23.5,28.2,22.2,28.5,22.8,44.6,73.1,89,100.8,137.6,167.8,183.6,243.4,279.1,324.5,398.3,457.6,616.2,770.2
Romania,ROU,395,568,507,675,678,823.5,916.9,847,917.2,2054,1999.3,1997.7,2080,2362.8,3184.6,3273.5,4782.7,6794,8840.6,10394.5,10265,10605.9,11163.6
Russian Federation,RUS,,817,19659,21612,18603.5,18553.3,18133.4,17165.6,17145.4,26431.4,26430.6,26299.4,24486.7,25964.7,28158,27237,28285.8,29569.8,30294.2,31607.1,33615.6,33260.4,35542.3
Rwanda,RWA,4,12,13,10,9.6,5.9,5,6.6,2.7,3.2,4.1,2.7,4.2,9.8,7.3,18,21.7,26.3,33.1,54.2,55.8,62.7,91.1
South Asia,SAS,10040.8325,10635.76332,10369.79425,10498.77925,9963.94144,10266.24573,10124.52301,10477.44473,10781.80536,22613.57491,23814.91951,25623.7729,28301.8,31237.8,36487,42496,48509.3,54958.7,62711.5,74043.5,89794.7,98401.1,104307.1
Saudi Arabia,SAU,613,653,713,734,753.2,734.5,676.2,682.7,604.9,1471.7,1477.3,1518.4,1659.9,1689.2,1724.2,1875.3,2002,2232.9,2895,3755.9,5205,6227.1,7635.6
Sudan,SDN,66,71,55,48,48.2,45.8,42,52.1,43.1,64.4,57.5,65,85.5,99.9,100.6,108.6,147.6,188.9,264,309.8,341.9,312.4,375.1
Senegal,SEN,,2,,75,68.1,69.7,61.8,67.3,75.5,117.1,105.6,108.5,166.4,129.8,166.4,139.7,169.9,170.6,177.8,198.8,275,298,295.8
Singapore,SGP,599,755,854,1022,1141.4,1141.2,1338.5,1584.2,1897.2,4249,4495.6,4778.6,5342.8,7232.1,7757.1,7985.6,8015.1,8468.4,8799.7,9617,9896.5,10602.3,10658.5
Solomon Islands,SLB,5,3,2,3,0.7,1.8,4.5,4.4,7.7,3.8,2.2,0.9,4.9,2.6,3.1,6.6,4.3,2.9,3.4,7.8,7.4,5,4.3
Sierra Leone,SLE,10,9,5,6,3.8,10.4,9.3,2.2,1.3,4.5,3.6,3.4,2.5,4.4,6.5,5.1,5.7,9.1,10.9,12.2,13.9,16.3,15
El Salvador,SLV,2,1,2,3,1.9,3.7,1.9,0,1.1,8.2,15.6,16.1,11.9,27.4,23.3,24.7,15.3,21.4,38.3,53.6,41.8,39.6,35.4
San Marino,SMR,0,0,0,0,0,0.5,0.8,0.8,0.2,2.2,1.1,0,0.2,0.6,1.3,0.7,1.9,4.8,1.4,1.3,2.3,5.7,6.8
Somalia,SOM,8,6,3,3,1.4,0.8,0.5,0,0.5,0.3,0,0.7,1.8,1.1,0,1,0,1.1,1.8,3.2,2.9,1.4,6.3
Serbia,SRB,,,,,,,,,,1178.3,1123.9,1187.8,1227,1260,1787.7,1819,2477,2897.3,3509.8,3947.7,4711.8,5599.4,5169.1
Sub-Saharan Africa (excluding high income),SSA,4464.080174,4403.712571,4330.872335,4264.33949,4090.780162,3947.476442,4014.830202,3970.427762,4045.492286,6654.233634,6817.783522,7557.621941,7835.300894,8704.147715,9597.285498,11356.14372,12649.21055,13303.55159,15350.28296,16953.84003,19004.81303,19183.59401,20148.39905
South Sudan,SSD,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,SSF,4465.064317,4404.69748,4331.858165,4265.326146,4096.337986,3952.528762,4016.545104,3973.154159,4047.206938,6659.183147,6821.720734,7564.593274,7845.003177,8709.195746,9602.23128,11365.23538,12661.63929,13315.2712,15357.44726,16961.71056,19014.80571,19193.48529,20163.95492
Small states,SST,,485.7007155,709.1230446,770.6451352,807.5610186,836.2905503,820.9064043,932.7721522,947.1465304,1555.306648,1729.133816,1861.514145,2028.094679,2321.346765,2660.194838,3008.397608,3384.511783,3760.809666,4138.542828,4620.988356,4862.917149,5361.02935,5825.442002
Sao Tome and Principe,STP,0,0,0,0,0,0.3,0,0.3,0,0.4,0.8,0.6,1.9,0.6,0.3,1,1.3,0,1.3,2.2,0,0.5,1.2
Suriname,SUR,2,2,3,3,1.3,2.6,2.6,1.8,3.4,2.6,4.3,3.4,3.4,4.6,4.8,5.2,5.8,5.1,4.5,6.7,4.2,9.5,15.2
Slovak Republic,SVK,,44,,1151,1079.2,1140.2,1069.7,1140.4,979.4,1971.1,1989.6,2049.4,2082.5,2272.6,2480.5,2593.7,2721.2,3287.2,3106,3452.4,3795.4,4184.2,4729.9
Slovenia,SVN,,10,404,459,434.3,476.6,603.2,622.9,707.8,1631.1,1539.8,1710,1986.8,1879.8,2310.8,2391.2,2658.6,2976,3183.3,3218.9,3624.3,3550.4,3514.2
Sweden,SWE,8139,8273,8547,8972,9287.2,9557.9,9655.1,9835,9889.7,13764.6,13952.4,13584.3,14034.4,14991.1,16147.3,16427.5,16506,16286.6,16831.5,17307,17948.8,18864.1,19361.8
Swaziland,SWZ,5,9,4,4,5.2,6.3,5,6.3,4.3,15.6,7.1,13.3,14.5,11.3,18.8,17.3,14.8,27.5,35.7,54.9,47.1,35.3,37.9
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,1,1,1,1,5.5,5,1.7,2.7,1.7,4.9,3.9,6.9,9.6,5,4.9,9,12.3,11.6,7.1,7.8,9.9,9.8,15.4
Syrian Arab Republic,SYR,31,49,49,48,50.8,45.1,60.5,44.3,57.8,91.2,81.8,79.7,99.4,130.9,141.9,116.8,155.1,200.8,160.9,233.2,281.3,315,310.5
Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,1,1,2,1,3.2,1.4,1.9,2,2.8,1.5,2.5,4.2,4.7,10,9.4,11,5.5,6.8,9.5,6.3,8.9,6,7
East Asia & Pacific (IDA & IBRD countries),TEA,7140.573344,7907.171687,8600.800798,8970.178766,10237.85195,11771.19362,13451.13434,15201.42292,17291.50099,51105.84951,63183.30361,65254.40179,75732.1693,112845.3387,164119.6002,190947.3919,217824.0137,254429.9672,296493.1401,327697.2888,378467.4187,401225.7658,434227.7053
Europe & Central Asia (IDA & IBRD countries),TEC,,8316.573893,32781.48667,35233.15467,32090.81268,32423.89644,32196.49683,31618.5526,32418.38248,57492.89099,60670.5,63867.7,65195,73624.3,82632.9,85016.7,92062.2,98653.3,106633.8,112858,119374.7,123810.8,130761.7
Togo,TGO,7,5,8,6,9.1,4,5.2,9.9,9.9,32.7,25.9,18.3,25,22.6,26,28.9,33.5,40,42.3,49.9,52.6,54.2,69.1
Thailand,THA,298,300,317,383,339.6,386.6,405.3,540.8,549.5,1548.5,1714.7,1877,2104.6,2687.7,3498.3,4271,4788.1,5709.1,5989.1,6966.2,7553.3,8364.7,8630.8
Tajikistan,TJK,0,0,61,61,35.9,22.8,25.3,16.1,26,23.1,27.1,32,27.3,34.4,29.3,27.8,31.5,31,23.3,39.6,41.9,64.3,70.8
Turkmenistan,TKM,0,0,20,9,7.3,7.3,6,2.7,0.8,4.6,4,5.1,4,4.5,3.2,3.8,4.9,2.6,5,5.3,12.2,13.3,6.9
Latin America & the Caribbean (IDA & IBRD countries),TLA,6926.280589,7746.669161,7829.708492,8323.942583,9336.822327,10286.54336,11512.3822,12758.0403,13720.34871,24508.20993,26509.2108,29542.84936,31672.83944,36138.7283,40764.83674,49406.46251,53304.75424,60933.20546,66161.76336,70340.7,74752.1,81109.7,83342.2
Timor-Leste,TLS,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (IDA & IBRD countries),TMN,2269.818215,2219.556518,2177.336693,2412.373038,2551.694582,2535.592092,2768.946583,2997.7,3301.9,6764.6,7668.3,8769.9,10335.6,12897.9,15658.5,20143.8,24818.3,30697.5,37239.1,43358.8,52886.6,56156.9,56737.6
Tonga,TON,1,1,0,1,1.6,0,1.1,0.5,0.8,0.3,0.8,1.8,1.4,1.1,0.7,2.7,3.4,0.5,2.9,1.4,1.9,1.3,1.3
South Asia (IDA & IBRD),TSA,10040.8325,10635.76332,10369.79425,10498.77925,9963.94144,10266.24573,10124.52301,10477.44473,10781.80536,22613.57491,23814.91951,25623.7729,28301.8,31237.8,36487,42496,48509.3,54958.7,62711.5,74043.5,89794.7,98401.1,104307.1
Sub-Saharan Africa (IDA & IBRD countries),TSS,4465.064317,4404.69748,4331.858165,4265.326146,4096.337986,3952.528762,4016.545104,3973.154159,4047.206938,6659.183147,6821.720734,7564.593274,7845.003177,8709.195746,9602.23128,11365.23538,12661.63929,13315.2712,15357.44726,16961.71056,19014.80571,19193.48529,20163.95492
Trinidad and Tobago,TTO,46,52,52,56,48.3,43.7,41.1,52.9,38.7,86.1,100.4,111.1,119.7,126.2,166.8,138.8,177.1,166.1,215.5,197.5,227.3,203.1,159.9
Tunisia,TUN,121,131,91,135,143,160.4,220.2,226.8,256.8,590,712.7,906.1,975.2,1330.4,1670,1917.9,2320,2748.6,3194.5,3461.9,3771.8,3859.8,4206.8
Turkey,TUR,846,1048,1172,1397,1714.7,2228,2480.7,2795,3222.7,6601.2,8273.4,10587.2,12689.4,15462.5,17555.1,19371.9,21396.4,21816.2,24885,26172.8,27355.1,28329.2,30402.3
Tuvalu,TUV,,,,,0,0,0,1,0,0,1,0,0.6,0.6,0,1.3,0.4,0.3,0.3,1,0,0,0.3
Tanzania,TZA,77,93,94,105,97,102.6,98.4,96.1,87.2,140.4,122.4,143.4,164.6,188.4,202.1,273.7,289.7,290,315.1,369,414.5,374.6,378.9
Uganda,UGA,20,29,44,39,41.7,50.5,51.5,63.9,71.1,122.9,125,126.5,135.8,202.4,216.8,212.8,281.2,258.8,317.5,410.7,443.8,454.7,473.9
Ukraine,UKR,,162,2894,2923,2515.8,2420.2,2265.2,2283.9,2354.9,4419.7,5154.6,4413.7,3976.2,4738.9,5057.5,4994.2,5156,5478.8,5312.1,5711.9,6118.7,6561.4,7217.8
Upper middle income,UMC,19383.51138,21379.71114,42608.80398,45982.35868,44843.43045,47738.20364,50637.44227,53097.80547,56715.29831,119865.9239,135943.2903,144212.5432,157984.9546,206505.6841,270705.5932,310957.0709,351020.585,403652.9972,462805.126,507634.5296,574667.8577,606934.6415,646082.4923
Uruguay,URY,64,81,91,84,103.4,110.9,140.6,140.6,150.3,220,226.5,263.4,276.5,298.9,342.5,355,381.6,443.2,486.2,509.3,579.2,584.1,590.6
United States,USA,194015,198864,197397,199769,193336.9,193161.2,189751.9,190431.4,188004.1,277784.1,277130.9,291995.7,299875.5,335064.2,363815.9,371105.3,376882.9,382256.8,388037.2,398121.9,409369.8,414758.5,412541.5
Uzbekistan,UZB,,50,275,290,326.9,249.5,269,243.5,240.6,328.2,345.7,290,248.2,329.9,301.3,291.2,352.1,299.1,336.4,380.8,371.3,321.1,346.6
St. Vincent and the Grenadines,VCT,0,0,0,0,0.3,1,1,0,0,0.2,0,0.1,0.8,0.1,0,0.7,1.2,0,1.1,0.5,0.1,1.4,2.2
"Venezuela, RB",VEN,329,377,395,420,437.3,426.2,488.4,533.9,498,972.7,984,982,1119,1083.1,1260.6,1339.7,1399.6,1633,1650.8,1490.1,1277.3,1387.8,1196.1
British Virgin Islands,VGB,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,65,74,67,61,103.5,117,120.5,99.7,110.9,185.3,215.1,205.9,283.3,317.6,387.8,441,504.5,784.4,871.8,1112,1217.9,1581,1848.4
Vanuatu,VUT,1,4,0,2,1.3,1.2,1.9,0.8,3.6,2.8,2.2,3.3,5.5,7.8,7.8,6,2.6,4.4,5.6,6.3,7.9,6.4,7.1
World,WLD,487393.9934,518225.1441,543357.5364,569279.7594,566826.6049,583970.2361,590695.8771,604695.0955,612544.0741,974348.0862,1000939.469,1043085.645,1093963.816,1245379.318,1421145.492,1516346.597,1606232.429,1701106.816,1814752.382,1906379.934,2043980.219,2125608.218,2184419.897
Samoa,WSM,2,5,4,5,2.6,0,2.3,1.5,1.3,4.7,3.6,6,3.8,4.8,5.1,9.4,5.1,2.8,5.4,6.1,6.6,2.5,4
Kosovo,XKX,,,,,,,0,0,0,4.3,5.1,4.6,8.7,6.7,12.8,25.5,32.5,51.6,95.3,126.8,109.2,119.7,124.3
"Yemen, Rep.",YEM,0,0,11,4,9.3,8.2,13.6,9.1,10.7,21.2,39.4,26.4,29.8,38.9,44.3,52,46.1,59,81.3,106.3,119,118.7,127.1
South Africa,ZAF,2552,2419,2377,2459,2350.7,2215.6,2222.9,2224.7,2302.5,3546.5,3664.9,4128.1,4076.6,4607.3,4901.2,5485.3,5724.5,6137.3,6949.7,7531,8471.5,8955.4,9679.1
Zambia,ZMB,23,40,24,24,35.9,22.5,28.7,29.9,25.9,29.8,47.2,59.5,47.6,43.6,59.9,68.9,69.5,91,73.3,92,107.7,108.8,117.3
Zimbabwe,ZWE,103,119,124,139,111.5,113.9,125.3,110.1,104.8,217.9,197.5,158.4,169.2,133.6,129.9,167.2,169.7,130.1,118.9,155,149.8,186.6,210.2
